company_name,jse_code,careers_url,careers_status,relevance_note,active,scraping_status,country,source_type,official_website
Suidwes Landbou Beperk,,,grey_none_verified,"Agriculture (grain co-op) · HQ Lichtenburg. Farmer-owned agricultural cooperative, not JSE-listed. Pnet company page returned no matches.",false,no_url,South Africa,Private,
Overberg Agri,,,grey_none_verified,"Agriculture (grain/wine co-op) · HQ Caledon. Farmer-owned agricultural cooperative, not JSE-listed. Indeed company page stated no open jobs.",false,no_url,South Africa,Private,
AfriSam (South Africa) (Pty) Ltd,,https://afrisamjobs.mcidirecthire.com/Vacancy,grey_none_verified,"Manufacturing (cement) · HQ Roodepoort. Private, owned by Pembani Remgro Infrastructure Fund + other shareholders; not JSE-listed. No listings render without an active search query.",false,pending,South Africa,Private,
Samancor Chrome,,https://samancorcr.com/careers/latest-vacancies/,grey_none_verified,"Mining (ferrochrome) · HQ Johannesburg. Privately held (Genesis-led consortium and other private shareholders), not JSE-listed. Only filters shown, no vacancies rendered directly.",false,pending,South Africa,Private,https://samancorcr.com
Nissan South Africa,,https://www.careers24.com/now-hiring/961-nissan-south-africa,grey_none_verified,"Manufacturing (automotive) · HQ Rosslyn, Pretoria. Private subsidiary of Nissan Motor Co. (Tokyo-listed), not JSE. Page states no positions advertised.",false,pending,South Africa,Private,
King Price Insurance,,https://blog.kingprice.co.za/careers/,green_verified,"Insurance · HQ Pretoria. Private, independent; never JSE-listed. Live posting seen: Motion Designer, Pretoria.",true,pending,South Africa,Private,https://blog.kingprice.co.za
Old Mutual Insure,,https://www.pnet.co.za/cmp/en/old-mutual-insure-69415/jobs,green_verified,Insurance (short-term) · HQ Johannesburg (Parktown). Wholly-owned private subsidiary of JSE-listed Old Mutual Limited; not separately listed. 9 jobs listed incl. Risk & Compliance Specialist.,true,pending,South Africa,Private,
MiWay Insurance,,https://www.pnet.co.za/cmp/en/miway-insurance-77763/jobs,green_verified,"Insurance (direct/short-term) · HQ Johannesburg (Kosmosdal). Wholly-owned private subsidiary of Santam/Sanlam (JSE-listed parent); not separately listed. 3 live postings across Gauteng, Western Cape, KZN.",true,pending,South Africa,Private,
Bidvest Bank,,https://builtin.com/company/bidvest-bank/jobs,green_verified,"Banking · HQ Johannesburg (Sandton). Wholly-owned private subsidiary of The Bidvest Group (JSE-listed parent); not separately listed. 6 live roles listed incl. Compliance Manager, Credit Risk Manager.",true,pending,South Africa,Private,
Bryte Insurance Company,,https://www.brytesa.com/careers,green_verified,"Insurance (commercial/specialty) · HQ Johannesburg. Majority owned by Fairfax Financial Holdings (Canada); formerly Zurich Insurance SA; not JSE-listed. Live postings: Underwriter, Marine Portfolio Manager, BDM.",true,pending,South Africa,Private,https://brytesa.com
Discovery Bank,,https://careers.discovery.co.za/go/All-Jobs/4509301/,green_verified,Banking · HQ Sandton. Wholly-owned subsidiary of JSE-listed Discovery Limited; bank itself not separately listed. 77 open roles across Discovery Group incl. Bank-tagged roles; not Bank-only feed.,true,pending,South Africa,Private,https://careers.discovery.co.za
Hollard Insurance Group,,https://www.hollard.co.za/our-world/careers/available-jobs,grey_none_verified,"Insurance · HQ Johannesburg. Fully private, Enthoven family-owned; never JSE-listed. Titled 'Available Jobs' but no titles rendered on fetch.",false,pending,South Africa,Private,https://hollard.co.za
"Telesure Investment Holdings (Auto & General, Budget, Dial Direct, 1st for Women)",,https://tihsa.co.za/careers/join-us/,grey_none_verified,Insurance/Fintech · HQ Johannesburg (Fourways). Fully private; not JSE-listed. Careers24 profile stated no open positions.,false,pending,South Africa,Private,https://tihsa.co.za
African Bank Limited,,https://www.africanbank.co.za/en/home/job-search/,grey_none_verified,"Banking · HQ Midrand. Recapitalised 2016; privately held by banking consortium (SARB/PIC hold minority stakes); not JSE-listed, not a designated SOE. All categories showed 0 open roles at fetch time.",false,pending,South Africa,Private,https://africanbank.co.za
Mercantile Bank,,https://mercbank.applicantpro.com/jobs/,grey_none_verified,Banking · HQ Johannesburg. Wholly-owned private subsidiary of Capitec Bank Holdings (JSE-listed parent); not separately listed. ATS portal structure implies real openings but titles not rendered on fetch.,false,pending,South Africa,Private,
Bank Zero,,https://www.bankzero.co.za/join-us/,grey_none_verified,Banking (digital/mutual) · HQ Cape Town. Fully private challenger bank (founders incl. Michael Jordaan); not JSE-listed. No visible role listings; likely very small headcount.,false,pending,South Africa,Private,https://bankzero.co.za
TymeBank,,https://tyme-bank.breezy.hr/,grey_none_verified,"Banking (digital) · HQ Cape Town. Fully private; backed by African Rainbow Capital, Tencent, Nubank; not JSE-listed. Page confirmed no positions currently posted.",false,pending,South Africa,Private,
PPS (Professional Provident Society),,https://www.pps.co.za/careers,grey_none_verified,Insurance/Financial services · HQ Johannesburg. Member-owned mutual society (no shareholders); not JSE-listed. No job listings rendered on fetch.,false,pending,South Africa,Private,https://pps.co.za
Liberty Group,,https://www.liberty.co.za/careers,grey_none_verified,"Insurance/Investments · HQ Johannesburg. Since 2022, wholly-owned private subsidiary of Standard Bank Group (delisted from JSE); not separately listed. Forwards to Standard Bank Group's group-wide portal, not an in-house list.",false,pending,South Africa,Private,https://liberty.co.za
Herotel,,https://herotel-5f74feffb7e1.breezy.hr/,green_verified,"Telecom (fixed wireless/fibre ISP) · HQ Cape Town. Privately held (PE/founder-backed); not JSE-listed. 80+ live listings seen (Field Sales Agent, Product Manager, Business Analyst, etc.).",true,pending,South Africa,Private,
MetroFibre Networx,,https://careers.metrofibre.co.za/jobs,green_verified,Telecom (fibre network) · HQ Centurion. Privately held infrastructure company; not JSE-listed. 2 live listings with apply links.,true,pending,South Africa,Private,https://careers.metrofibre.co.za
Takealot Group,,https://job-boards.greenhouse.io/takealotcom,green_verified,"Technology / E-commerce · HQ Cape Town. Naspers-owned but Takealot Group itself is an unlisted private subsidiary. 65 live listings seen (Engineering Manager, ML Engineer, Product Manager).",true,pending,South Africa,Private,
BBD (Pty) Ltd,,https://bbdsoftware.com/open-positions/,green_verified,"Technology (software development) · HQ Johannesburg. Privately held SA software house; not JSE-listed. Live listings: Graduate Programme, Java Engineer, Platform Engineer.",true,pending,South Africa,Private,https://bbdsoftware.com
Microsoft South Africa,,https://careers.microsoft.com/professionals/us/en/l-johannesburg,green_verified,Technology · HQ Johannesburg. Private subsidiary of NASDAQ-listed Microsoft Corp; not JSE-listed. Live listings for Johannesburg seen on fetch.,true,pending,South Africa,Private,https://careers.microsoft.com
SEACOM,,https://seacom.com/careers,green_verified,Telecom (pan-African fibre/connectivity) · HQ Johannesburg. Privately held (Convergence Partners-linked); not JSE-listed. 1 live SA listing (Assistant Accountant) with full description.,true,pending,South Africa,Private,https://seacom.com
Media24,,https://media24.simplify.hr/,grey_none_verified,"Media (publishing/print/digital) · HQ Cape Town. Naspers subsidiary, itself unlisted. 'Show all available jobs' button did not render listings on fetch.",false,pending,South Africa,Private,
eMedia Investments (e.tv / eNCA),,https://etv.mcidirecthire.com/external/currentopportunities,grey_none_verified,Media (broadcast) · HQ Johannesburg. Privately held SA broadcaster; not JSE-listed. Requires active search filter to show listings.,false,pending,South Africa,Private,
"Arena Holdings (Sunday Times, Business Day, TimesLIVE)",,https://www.sundaytimes.timeslive.co.za/business/careers/,grey_none_verified,"Media (publishing) · HQ Johannesburg. Privately held (HCI/Tiso Blackstar successor); not JSE-listed. Career-advice content, not open roles.",false,pending,South Africa,Private,https://sundaytimes.timeslive.co.za
"Primedia (947, 702, CapeTalk, Kfm)",,https://www.primediaplus.com/station/947/general/careers,grey_none_verified,"Media (broadcast/radio) · HQ Johannesburg. Privately held SA media group; not JSE-listed. Only SEO metadata returned on fetch, no visible listings.",false,pending,South Africa,Private,https://primediaplus.com
Liquid Intelligent Technologies SA,,https://liquid.tech/careers/,grey_none_verified,"Telecom/Technology · HQ Johannesburg. Private subsidiary of Liquid Telecom (Econet Group, Zimbabwe); not JSE-listed. Generic landing page; SA-specific listing URL unresolved.",false,pending,South Africa,Private,https://liquid.tech
BET Software / Betway Africa,,https://myhcm.wd3.myworkdayjobs.com/Betway_Africa,grey_none_verified,"Technology (betting/gaming software) · HQ Stellenbosch. Privately held SA tech company (Bayton Group/Betfred-linked); not JSE-listed. Workday portal, no listings visible on fetch.",false,pending,South Africa,Private,
Digital Solutions Group (DSG),,https://dsg.co.za/careers,grey_none_verified,Technology (CX/digital services) · HQ Johannesburg (Parkhurst). Privately held SA enterprise digital partner; not JSE-listed. Page states no specific roles listed.,false,pending,South Africa,Private,https://dsg.co.za
Rain,,https://rain.co.za/careers,grey_none_verified,"Telecom (mobile/5G network operator) · HQ Johannesburg. Privately held (investor group incl. Michael Jordaan-linked backers); not JSE-listed. Lists broad categories, not specific open roles.",false,pending,South Africa,Private,https://rain.co.za
Vox Telecom,,https://www.vox.co.za/careers/,grey_none_verified,Telecom/ISP · HQ Johannesburg. Delisted from JSE; now privately held (backed by Community Investment Holdings). Landing page only.,false,pending,South Africa,Private,https://vox.co.za
NTT South Africa (Dimension Data),,https://careers.services.global.ntt/,grey_none_verified,"Technology/Telecom (IT services) · HQ Johannesburg. Wholly private subsidiary of Japan's NTT Corp since 2018 JSE delisting. Global portal, SA filter did not render on fetch.",false,pending,South Africa,Private,https://careers.services.global.ntt
Amazon South Africa,,https://www.amazon.jobs/en/search?base_query=&loc_query=South+Africa&country=ZAF,grey_none_verified,Technology (cloud/e-commerce) · HQ Cape Town. Private subsidiary of NASDAQ-listed Amazon.com; not JSE-listed. Structurally correct but no listing content rendered on fetch.,false,pending,South Africa,Private,https://amazon.jobs
Meta South Africa,,https://www.metacareers.com/locations/johannesburg,grey_none_verified,Technology · HQ Johannesburg. Private subsidiary of NASDAQ-listed Meta Platforms; not JSE-listed. Only metadata returned on fetch.,false,pending,South Africa,Private,https://metacareers.com
Google South Africa,,https://www.google.com/about/careers/applications/jobs/results/?company=Google&hl=en&jlo=en-US&location=Johannesburg%2C+South+Africa,green_verified,Technology · HQ Johannesburg. Private subsidiary of NASDAQ-listed Alphabet; not JSE-listed. Search page works directly but returned 0 matches at time of check.,true,pending,South Africa,Private,https://google.com
ACTOM (Pty) Ltd,,https://www.actom.co.za/Career/JobListings.aspx,green_verified,"Engineering (electrical) · HQ Johannesburg (Kew). Privately held (Southern Palace Group/management-owned); largest electrical engineering group in Africa; not JSE-listed. 4 live roles seen incl. Construction Manager, Stores Supervisor.",true,pending,South Africa,Private,https://actom.co.za
Concor (Pty) Ltd,,https://careers.concor.co.za/,green_verified,Construction/Engineering · HQ Johannesburg. Private — acquired from Murray & Roberts by Southern Palace Group-led consortium 2022; not JSE-listed. 2 live roles seen with 'View more Jobs' link.,true,pending,South Africa,Private,https://careers.concor.co.za
Power Construction (Power Group),,https://powergrp.simplify.hr/embed/positions,green_verified,Construction · HQ Cape Town (Blackheath). Privately held Cape Town construction/property group; not JSE-listed. 4 live roles seen incl. Construction Manager – Civils/Roads.,true,pending,South Africa,Private,
Motheo Construction Group,,https://motheogroup.co.za/careers/,grey_none_verified,"Construction · HQ Bloemfontein. Private, black-owned construction group; not JSE-listed. Listings shown had 2023 closing dates alongside a 'no positions' notice.",false,pending,South Africa,Private,https://motheogroup.co.za
Imperial Logistics (a DP World company),,https://www.imperiallogistics.com/opportunitiesAsAfrica.php,grey_none_verified,"Logistics · HQ Bryanston, Johannesburg. Taken private by DP World 2022 (~R12.7bn acquisition, delisted from JSE). Page states portal is being upgraded; directs to LinkedIn for select vacancies.",false,pending,South Africa,Private,https://imperiallogistics.com
GIBB (Pty) Ltd,,https://gibb.jb.skillsmapafrica.com/,grey_none_verified,"Engineering (consulting) · HQ Midrand, Johannesburg. Private, 73% Black-owned multidisciplinary engineering consultancy; not JSE-listed. Target unreachable; Careers24 mirror stated no open positions.",false,pending,South Africa,Private,
Value Logistics,,,grey_none_verified,Logistics · HQ Johannesburg. Privately held SA supply-chain/logistics provider; not JSE-listed. No working direct careers page located.,false,no_url,South Africa,Private,
Unitrans Supply Chain Solutions,,https://www.unitransafrica.com/careers/,grey_none_verified,"Logistics · HQ Johannesburg. Privately held logistics operator; not JSE-listed. Generic recruitment landing page, no titled list.",false,pending,South Africa,Private,https://unitransafrica.com
BMW Group South Africa,,https://www.bmwgroup.jobs/za/en/location/plant-rosslyn.html,grey_none_verified,Manufacturing (automotive) · HQ Rosslyn/Midrand. Private subsidiary of BMW AG (Frankfurt-listed); not JSE-listed. Filtered search returned no results at time of check.,false,pending,South Africa,Private,https://bmwgroup.jobs
Deloitte Southern Africa,,https://careers.smartrecruiters.com/Deloitte6/southern-africa,green_verified,"Professional services (audit/consulting) · HQ Midrand, Johannesburg. Private partnership (member firm of Deloitte global network); not JSE-listed. ~23 live openings seen grouped by SA location.",true,pending,South Africa,Private,
Mediclinic Southern Africa,,https://careers.mediclinic.com/SouthernAfrica/go/Search-By-Keyword-MCSA/5071601/,green_verified,"Private healthcare · HQ Stellenbosch. Taken private 2022 by Remgro/MSC Mediterranean Shipping Company consortium (was JSE-listed as Mediclinic International). 91 jobs listed incl. Pharmacist, Payroll Operations Manager.",true,pending,South Africa,Private,https://careers.mediclinic.com
Bowmans (law firm),,https://bowmanslaw.com/career-opportunities/,green_verified,"Professional services (law) · HQ Sandton, Johannesburg. Private partnership, Africa's largest law firm; not JSE-listed. Live SA roles seen (Accounts Payable Supervisor, IT Specialist).",true,pending,South Africa,Private,https://bowmanslaw.com
Cliffe Dekker Hofmeyr (CDH),,https://cdh.breezy.hr/,green_verified,"Professional services (law) · HQ Sandton, Johannesburg. Private partnership; not JSE-listed. Live roles with SA locations seen (IT Technician, BDM).",true,pending,South Africa,Private,
PwC South Africa,,https://www.pwc.co.za/en/careers/regional-job-search/results.html,grey_none_verified,"Professional services (audit/consulting) · HQ Sunninghill, Johannesburg. Private partnership; not JSE-listed. Static fetch showed no results; likely populated in a real browser.",false,pending,South Africa,Private,https://pwc.co.za
EY South Africa,,https://www.ey.com/en_za/careers/job-search,grey_none_verified,"Professional services (audit/consulting) · HQ Sandton, Johannesburg. Private partnership; not JSE-listed. Links out to careers.ey.com, no titles rendered on fetch.",false,pending,South Africa,Private,https://ey.com
KPMG South Africa,,https://kpmgza.taleo.net/careersection/kpmg_graduate/jobsearch.ftl?lang=en&portal=10205020166,grey_none_verified,"Professional services (audit/consulting) · HQ Parktown, Johannesburg. Private partnership; not JSE-listed. Default Taleo search returned no matches.",false,pending,South Africa,Private,
McKinsey & Company South Africa,,https://www.mckinsey.com/careers/search-jobs?cities=Johannesburg,grey_none_verified,Professional services (consulting) · HQ Johannesburg. Private partnership; not JSE-listed. Empty body on static fetch.,false,pending,South Africa,Private,https://mckinsey.com
Bain & Company South Africa,,https://careers.bain.com/jobs?search=&location=South+Africa,grey_none_verified,"Professional services (consulting) · HQ Johannesburg. Private partnership; not JSE-listed. Returned global results, not SA-specific.",false,pending,South Africa,Private,https://careers.bain.com
Boston Consulting Group South Africa,,https://careers.bcg.com/global/en/locations/south-africa,grey_none_verified,Professional services (consulting) · HQ Johannesburg. Private partnership; not JSE-listed. No vacancy titles rendered on fetch.,false,pending,South Africa,Private,https://careers.bcg.com
ENSafrica,,https://careers.ensafrica.com/careers,grey_none_verified,"Professional services (law) · HQ Sandton, Johannesburg. Private partnership, largest law firm in Africa; not JSE-listed. Requires portal login, no public listing.",false,pending,South Africa,Private,https://careers.ensafrica.com
Webber Wentzel,,https://webberwentzel.wd3.myworkdayjobs.com/WW_EarlyCareers,grey_none_verified,"Professional services (law) · HQ Sandton, Johannesburg. Private partnership; not JSE-listed. Genuine Workday URL, content not rendered on static fetch.",false,pending,South Africa,Private,
Werksmans Attorneys,,https://www.werksmans.com/careers/experienced-lawyers-vacancies/,grey_none_verified,"Professional services (law) · HQ Sandton, Johannesburg. Private partnership; not JSE-listed. Page stated 'Currently, there are no vacancies'.",false,pending,South Africa,Private,https://werksmans.com
FlySafair (Safair Operations),,https://flysafairjobs.mcidirecthire.com/Vacancy,grey_none_verified,"Aviation · HQ Bonaero Park, Johannesburg. Privately held SA low-cost carrier; not JSE-listed. Category filters present but no listings rendered without a search.",false,pending,South Africa,Private,
CemAir,,https://cemair.co.za/wp/careers/,grey_none_verified,"Aviation · HQ Midrand. Privately/family-owned regional airline; not JSE-listed. CV-submission by category, not an openings list.",false,pending,South Africa,Private,https://cemair.co.za
LIFT (Global Airways),,https://g-airways.com/job-openings/,grey_none_verified,"Aviation · HQ Kempton Park. Privately held (operated by Global Airways); not JSE-listed. Filters present, no titles rendered on fetch.",false,pending,South Africa,Private,https://g-airways.com
South African Airlink,,https://www.flyairlink.com/careers,grey_none_verified,"Aviation · HQ Kempton Park. Privately owned (majority SA shareholders, Qatar Airways minority stake); not state-owned (distinct from SAA). Site protected by security challenge, blocked fetch.",false,pending,South Africa,Private,https://flyairlink.com
Melomed Private Hospital Group,,https://melomedjobs.mcidirecthire.com/Vacancy,grey_none_verified,Private healthcare · HQ Cape Town. Private hospital group; not JSE-listed. No listings render without active search.,false,pending,South Africa,Private,
SNG Grant Thornton (South Africa),,https://www.grantthornton.co.za/careers/experienced-professionals/,grey_none_verified,Professional services (audit) · HQ Johannesburg. Private partnership; not JSE-listed. Links to external recruiter subdomain that could not be resolved.,false,pending,South Africa,Private,https://grantthornton.co.za
AAA Seguros,,,grey_none_verified,"Insurance · HQ Luanda. Private Angolan insurer, not BODIVA-listed. No official careers page located in this session.",false,no_url,Angola,PRIVATE,
Africell Angola,,https://careers.africell.ao/en/home,grey_none_verified,"Telecom/ICT · HQ Luanda. Private, Lebanese-owned telecom group, not BODIVA-listed. Fetch blocked by robots.txt rules.",false,pending,Angola,PRIVATE,https://careers.africell.ao
Banco BAI (Banco Angolano de Investimentos),,https://recrutamento.bancobai.ao/,grey_none_verified,"Banking · HQ Luanda. Private, Angola's largest private bank by assets, not BODIVA-listed. Landing page describing career areas and an email sign-up; actual listings on separate linked sub-pages not shown here.",false,pending,Angola,PRIVATE,https://recrutamento.bancobai.ao
Banco Sol,,https://www.bancosol.ao/recrutamento,grey_none_verified,"Banking · HQ Luanda. Private Angolan bank, not BODIVA-listed. Page is a CV-submission form only; no listing of specific open roles.",false,pending,Angola,PRIVATE,https://bancosol.ao
Banco de Fomento Angola (BFA),,https://careers.bfa.ao/,grey_none_verified,"Banking · HQ Luanda. Private, majority owned by Eurobank Ergasias-linked Angolan investors (Unitel and others), not BODIVA-listed. Page explicitly notes ""Ative o JavaScript""; listings require JS to render.",false,pending,Angola,PRIVATE,https://careers.bfa.ao
Bolloré Transport & Logistics Angola,,https://jobs.bollore.com/en,grey_none_verified,"Logistics/Transport · HQ Luanda. Private subsidiary of Bolloré Group (Euronext Paris-listed parent, not BODIVA). Country-filtered URL attempt returned a 404; generic group ATS exists but Angola-specific listing not confirmed.",false,pending,Angola,PRIVATE,https://jobs.bollore.com
Candando,,http://www.candando.com/recrutamento/22,grey_none_verified,Retail/FMCG · HQ Luanda. Private Angolan retail/hypermarket chain. Fetch failed (connection timeout).,false,pending,Angola,PRIVATE,https://candando.com
Coca-Cola Bottling Company Angola (CCBL/EKA),,https://www.jobartis.com/empregadores/coca-cola,green_verified,"Manufacturing/Beverages · HQ Luanda. Private, part of Coca-Cola Beverages Africa (private bottling JV), not BODIVA-listed. Employer page showed 70+ historical postings across departments; most marked ""Fechado"" (closed) at time of check.",true,pending,Angola,PRIVATE,
Deloitte Angola,,https://www.jobartis.com/vagas-emprego/deloitte,grey_none_verified,"Professional Services · HQ Luanda. Private partnership (Deloitte global network member firm). Page showed ""25 vagas encontradas"" but roughly half were from other employers referencing Deloitte.",false,pending,Angola,PRIVATE,
EKA / Grupo Castel Angola (Cuca beer),,https://grupocastelangola.com/,grey_none_verified,"Brewing & Beverages · HQ Luanda. Private, part of Castel Group (French family-owned private group). Site found via search but not fetched for a specific vacancy page in this session.",false,pending,Angola,PRIVATE,https://grupocastelangola.com
EPIC SANA Luanda Hotel,,https://www.jobartis.com/vagas-emprego/EPICSANA,green_verified,"Hospitality/Hotels · HQ Luanda. Private, part of SANA Hotels Group (Portuguese private hospitality group). Employer-filtered page showed 6 live EPICSANA-specific vacancies (Commercial Manager, Receptionists, etc.).",true,pending,Angola,PRIVATE,
Grupo Carrinho,,,grey_none_verified,"Agriculture/Agribusiness · HQ Luanda. Private, family-owned Angolan conglomerate. No official careers page located; only third-party job-board mentions found.",false,no_url,Angola,PRIVATE,
Kero (Vista Retail / Grupo Carrinho),,https://www.jobartis.com/vagas-emprego/kero,grey_none_verified,"Retail/FMCG · HQ Luanda. Private Angolan supermarket chain, not BODIVA-listed. Page showed ""17 vagas encontradas"" but results were mixed with unrelated employers, not Kero-exclusive.",false,pending,Angola,PRIVATE,
Puma Energy Angola,,https://pumaenergy.com/careers/,grey_none_verified,"Oil & Gas (downstream) · HQ Luanda. Private, majority owned by Trafigura Group, not BODIVA-listed. Global careers page showed ~30 live listings across other countries; none for Angola at time of check.",false,pending,Angola,PRIVATE,https://pumaenergy.com
PwC Angola,,https://pwcportugal.csod.com/ux/ats/careersite/4/home?c=pwcportugal&country=ao&lang=pt-PT,grey_none_verified,"Professional Services · HQ Luanda. Private partnership (PwC global network member firm). Redirect target returned only metadata in static fetch, ATS is JS-rendered.",false,pending,Angola,PRIVATE,
Refriango,,https://www.jobartis.com/vagas-emprego/refriango,green_verified,"Manufacturing/Beverages · HQ Luanda. Private, family-owned Angolan beverage/food conglomerate. Employer-filtered job-board page showed ""82 vagas encontradas,"" all Refriango-specific, Luanda-based.",true,pending,Angola,PRIVATE,
Somoil,,https://www.jobartis.com/vagas-emprego/Somoil,grey_none_verified,"Oil & Gas · HQ Luanda. Private, Angolan-owned independent oil company. Employer-filtered page showed 6 Somoil-specific postings, all marked ""Fechado"" (closed).",false,pending,Angola,PRIVATE,
Standard Bank Angola,,https://www.standardbank.co.ao/angola/en/about-us/who-we-are/carreiras,grey_none_verified,"Banking · HQ Luanda. Private subsidiary of Standard Bank Group (JSE-listed, not BODIVA). Fetch returned unreadable binary/document content, could not confirm listings.",false,pending,Angola,PRIVATE,https://standardbank.co.ao
Bank of Baroda (Botswana) Ltd,,https://www.bankofbaroda.co.bw/about-us/careers,grey_none_verified,"Banking/Finance · HQ Gaborone. Private subsidiary; parent (Bank of Baroda, India) is majority Indian-government-owned, but the BW entity is not BSE-listed and not a Botswana parastatal. Page explicitly states ""No Vaccancies right now."".",false,pending,Botswana,PRIVATE,https://bankofbaroda.co.bw
Coca-Cola Beverages Botswana (CCBA),,https://www.ccbagroup.com/careers/,grey_none_verified,"Brewing/Beverages · HQ Gaborone. Private; Coca-Cola Beverages Africa is owned by The Coca-Cola Company & Gutsche Family Investments, not exchange-listed. Confirms BW operations (297 employees, 1 plant); no BW-specific vacancies shown on general portal.",false,pending,Botswana,PRIVATE,https://ccbagroup.com
DHL Botswana,,https://www.dhl.com/bw-en/home/about-us.html,grey_none_verified,"Logistics/Transport · HQ Gaborone. Private subsidiary of Deutsche Post DHL Group (Frankfurt-listed, not BSE). Links only to DHL's global careers portal; no BW-specific listing confirmed.",false,pending,Botswana,PRIVATE,https://dhl.com
Deloitte Botswana,,https://careers.smartrecruiters.com/Deloitte6/southern-africa,grey_none_verified,"Professional Services · HQ Gaborone. Private partnership. Southern Africa portal showed only SA/Namibia openings at time of check, none for Botswana.",false,pending,Botswana,PRIVATE,
First Capital Bank Botswana,,https://www.firstcapitalbank.co.bw/careers/,grey_none_verified,"Banking/Finance · HQ Gaborone. Private, subsidiary of FMBcapital Holdings (Zimbabwe/Mauritius, not BSE-listed). Page states vacancies are only posted periodically on social media; none on site.",false,pending,Botswana,PRIVATE,https://firstcapitalbank.co.bw
Hollard Insurance Botswana,,https://www.hollard.co.bw/,"no dedicated careers page found; using the company's own homepage (previous link was a LinkedIn company page, not an official site)","Insurance · HQ Gaborone. Private, part of Hollard Group (South African, privately held, not exchange-listed anywhere). LinkedIn company page blocked on fetch.",false,pending,Botswana,PRIVATE,https://www.hollard.co.bw/
Mascom Wireless,,https://mascom.bw/vacancy-listings/,direct vacancy listing confirmed live (3 active roles at time of check),"Telecom/ICT · HQ Gaborone. Private JV: 50% MTN Group + 50% Econet Wireless Global (neither BSE-listed). Shows job categories only; live openings sit behind a separate ""View Open Positions"" link.",false,pending,Botswana,PRIVATE,https://mascom.bw
Old Mutual Botswana,,https://www.oldmutual.co.bw/careers/,grey_none_verified,"Insurance · HQ Gaborone. Private subsidiary of Old Mutual Limited (JSE/LSE-listed, not BSE-listed). Page returned a 403 error on repeated fetch attempts.",false,pending,Botswana,PRIVATE,https://oldmutual.co.bw
Orange Botswana,,https://www.orange.co.bw/en/job-offers.html,green_verified,"Telecom/ICT · HQ Gaborone. Private subsidiary of Orange S.A. (Euronext Paris-listed, not BSE). One live vacancy seen (Orange Graduate Trainee Programme).",true,pending,Botswana,PRIVATE,https://orange.co.bw
Peermont Hotels (Grand Palm & Mondior),,https://careers.smartrecruiters.com/PeermontGlobal,grey_none_verified,"Hospitality/Hotels · HQ Gaborone. Private, Peermont Global (South African, privately held). Page states ""No job postings are currently available."".",false,pending,Botswana,PRIVATE,
Pick n Pay Botswana,,https://pnpbotswana.co.bw/careers/,grey_none_verified,Retail/FMCG · HQ Gaborone. Private franchise; Pick n Pay Holdings (JSE-listed) not BSE-listed. Fetch blocked (robots/DNS error) on repeated attempts.,false,pending,Botswana,PRIVATE,https://pnpbotswana.co.bw
PwC Botswana,,https://www.pwc.com/bw/en/careers/experienced-jobs.html,"genuine Botswana-specific job-listing page confirmed live (no current openings at time of check, but this is the real listing page, not a landing page)",Professional Services · HQ Gaborone. Private partnership. Redirects to external student/graduate and experienced-hire portals; no direct listing shown.,false,pending,Botswana,PRIVATE,https://pwc.com
Senn Foods,,https://sennfoods.com/,grey_none_verified,"Agribusiness/Manufacturing · HQ Gaborone. Private, Botswana family-owned meat processor (est. 1985). No careers/vacancies section anywhere on the site.",false,pending,Botswana,PRIVATE,https://sennfoods.com
Stanbic Bank Botswana,,https://www.stanbicbank.co.bw/botswana/personal/About-us,grey_none_verified,"Banking/Finance · HQ Gaborone. Private subsidiary of Standard Bank Group (JSE-listed, not BSE-listed). About-us page links only to Standard Bank Group's generic international careers portal, no BW-specific listing shown.",false,pending,Botswana,PRIVATE,https://stanbicbank.co.bw
Time Projects Botswana,,https://time.co.bw/,grey_none_verified,"Real Estate/Property · HQ Gaborone. Private, Botswana-based property developer. Site loaded fine; no careers/vacancies section found in navigation.",false,pending,Botswana,PRIVATE,https://time.co.bw
Wilderness (Botswana safari operations),,https://wilderness.simplify.hr/,grey_none_verified,"Hospitality/Tourism · HQ Maun. Private-equity owned; delisted from BSE in 2022, now owned by a consortium incl. TPG's Rise Fund via African Wildlife Holdings. ""Current Vacancies"" section present with ""Show all available jobs"" button; listings didn't render in fetch.",false,pending,Botswana,PRIVATE,
Eswatini Coca-Cola Beverages (CCBA),,https://www.ccbagroup.com/careers/,grey_none_verified,"Brewing/Beverages · HQ Manzini. Private, part of Coca-Cola Beverages Africa (owned by Coca-Cola Company & Gutsche Family Investments, not exchange-listed). Confirms Eswatini operations (43 employees, 16 brands); no country-specific vacancies shown on general portal.",false,pending,Eswatini,PRIVATE,https://ccbagroup.com
KPMG Eswatini,,https://kpmg.com/sz/en/home.html,grey_none_verified,Professional Services · HQ Mbabane. Private partnership. Careers link found in nav but that URL returned a 404 on fetch.,false,pending,Eswatini,PRIVATE,https://kpmg.com
MTN Eswatini,,https://www.mtn.co.sz/careers/,grey_none_verified,"Telecom/ICT · HQ Mbabane. Majority privately owned by MTN Group (JSE-listed); Eswatini Government/Tibiyo holds a minority stake — not majority state-owned. Live ""Y'ello vacancies"" filter portal loaded; default filter returned no results.",false,pending,Eswatini,PRIVATE,https://mtn.co.sz
